Position,Name,Time,Category (POS),Gender (POS),Swim,T1,Cycle,T2,Run
FIN,Chong YUNE LENG (#2247),7:05:02,45-49 ,Female ,0:55:13,0:05:57,3:33:24,0:04:55,2:25:30
FIN,Santanu DUTTA (#1983),7:28:51,40-44 ,Male ,0:54:51,0:07:45,3:34:41,0:04:54,2:46:37
FIN,Angus FERGUSON (#2399),8:22:41,65-69 ,Male ,0:55:08,0:06:57,3:49:55,0:04:54,3:25:44
FIN,Chi Man CHEONG (#1510),7:00:18,30-34 ,Male ,0:44:56,0:07:20,3:39:55,0:04:54,2:23:10
FIN,Natasha SMART (#1646),6:37:23,30-34 ,Female ,0:39:59,0:05:26,3:18:36,0:04:53,2:28:25
FIN,See Liong YII (#2276),6:42:32,50-54 ,Male ,0:44:34,0:06:39,3:11:39,0:04:53,2:34:46
FIN,Bayu MAHENDRO (#1689),7:32:33,35-39 ,Male ,0:47:51,0:11:05,3:34:33,0:04:51,2:54:11
FIN,Mohd Najib IDRUS (#2027),6:32:43,40-44 ,Male ,0:45:32,0:04:40,2:58:19,0:04:51,2:39:18
FIN,Alex KHOMENKO (#1579),7:55:43,30-34 ,Male ,0:52:57,0:07:49,3:56:20,0:04:50,2:53:45
FIN,Tony Liew ONN (#1929),8:00:41,40-44 ,Male ,0:59:47,0:06:32,3:37:49,0:04:50,3:11:41
FIN,Kok Ming CHEONG (#2088),7:10:26,45-49 ,Male ,0:47:57,0:06:54,3:18:40,0:04:50,2:52:03
FIN,Bridget CULLEN (#1851),8:01:26,35-39 ,Female ,0:40:15,0:07:30,3:54:36,0:04:48,3:14:15
FIN,Daphne SEOW (#1657),8:28:06,30-34 ,Female ,0:40:57,0:10:34,4:08:32,0:04:48,3:23:14
FIN,Patrick KOEBEL (#1973),7:00:02,40-44 ,Male ,0:39:23,0:07:28,3:42:13,0:04:46,2:26:10
FIN,Chaohui ZHANG (#2417),7:11:50,30-34 ,Female ,0:55:46,0:14:57,3:44:15,0:04:45,2:12:06
FIN,Roy ISKANDAR (#1699),7:02:55,35-39 ,Male ,0:45:39,0:08:54,2:57:22,0:04:45,3:06:13
FIN,Fern Fern NAM (#2243),8:07:05,45-49 ,Female ,0:55:49,0:06:42,3:53:08,0:04:45,3:06:40
FIN,Phong TRAN THANH (#1607),6:36:58,30-34 ,Male ,0:47:27,0:07:21,3:03:09,0:04:43,2:34:15
FIN,Woi Keong YAP (#2298),7:11:18,50-54 ,Male ,0:57:57,0:09:13,3:17:44,0:04:43,2:41:39
FIN,Benson TAY (#2026),6:37:39,40-44 ,Male ,0:44:05,0:07:02,2:58:14,0:04:42,2:43:34
FIN,Mohamed Mokhzani MUSTAPHA (#1926),7:40:47,40-44 ,Male ,0:59:15,0:06:10,3:33:45,0:04:42,2:56:53
FIN,Hafiz ARIFFIN (#1443),7:03:30,25-29 ,Male ,0:57:59,0:04:43,3:06:13,0:04:42,2:49:52
FIN,Naoyuki OGURA (#1816),6:49:51,35-39 ,Male ,0:36:23,0:07:10,3:31:17,0:04:41,2:30:17
FIN,Kenny TANG (#1980),6:50:54,40-44 ,Male ,0:51:54,0:08:48,3:24:56,0:04:41,2:20:32
FIN,Noor AZIZ (#2124),7:25:04,45-49 ,Male ,0:52:23,0:08:42,3:34:02,0:04:41,2:45:14
FIN,Jane MAK (#2397),8:09:34,60-64 ,Female ,0:48:44,0:08:11,3:57:48,0:04:40,3:10:10
FIN,Chan Meng POU (#2086),8:12:35,45-49 ,Male ,1:06:10,0:08:14,3:37:15,0:04:40,3:16:14
FIN,Wahyu Shahreel ABD JALAL (#1527),7:13:41,30-34 ,Male ,0:45:51,0:10:39,3:32:38,0:04:39,2:39:52
FIN,Pei Von CHANG (#1641),6:58:01,30-34 ,Female ,0:51:13,0:08:24,3:14:32,0:04:39,2:39:11
FIN,Lai Kwan Carrera CHUNG (#1486),7:26:20,25-29 ,Female ,0:41:52,0:06:48,3:40:39,0:04:38,2:52:21
FIN,Tjho FO RIE (#2003),6:46:13,40-44 ,Male ,0:43:05,0:06:30,3:06:54,0:04:37,2:45:06
FIN,Paul TYRER (#2100),6:45:05,45-49 ,Male ,0:42:40,0:05:47,2:59:06,0:04:36,2:52:53
FIN,Fui Kean CHONG (#1543),6:57:29,30-34 ,Male ,0:51:40,0:05:50,3:08:56,0:04:36,2:46:25
FIN,James RUTHERFOORD (#2336),6:42:59,50-54 ,Male ,0:38:30,0:08:19,3:06:25,0:04:35,2:45:07
FIN,Rodrigo MONTI (#1861),6:42:55,40-44 ,Male ,0:44:44,0:05:08,3:05:23,0:04:35,2:43:03
FIN,Adi Yuseri MD YUSOF (#1687),7:54:34,35-39 ,Male ,0:49:01,0:06:36,3:18:04,0:04:35,3:36:16
FIN,Sheikh Mohd Shahrir ABD RAHMAN (#1589),6:31:01,30-34 ,Male ,0:48:26,0:05:10,2:58:31,0:04:34,2:34:19
FIN,Maura SUTISNA (#2066),6:59:56,40-44 ,Female ,0:48:29,0:06:55,3:27:25,0:04:34,2:32:32
FIN,Katie MITCHELL (#1496),6:44:04,25-29 ,Female ,0:37:17,0:04:54,3:42:39,0:04:33,2:14:39
FIN,Alykusno AZIZ (#1918),7:53:22,40-44 ,Male ,0:52:21,0:03:20,3:55:46,0:04:32,2:57:21
FIN,Anand LUTHRA (#1941),6:49:31,40-44 ,Male ,0:42:49,0:06:15,3:08:09,0:04:32,2:47:45
FIN,Ali NAPIAH (#2158),8:13:49,45-49 ,Male ,0:54:19,0:10:53,3:43:08,0:04:32,3:20:55
FIN,Andre VIEIRA CRISTELO (#1718),7:39:58,35-39 ,Male ,0:44:31,0:07:10,3:35:12,0:04:31,3:08:32
FIN,Byung Kyu JUNG (#2225),6:34:05,45-49 ,Male ,0:37:54,0:06:27,3:13:37,0:04:31,2:31:34
FIN,Azmin DINIE (#1570),7:15:15,30-34 ,Male ,0:49:15,0:06:17,3:18:12,0:04:31,2:56:58
FIN,Cheong Fook SENG (#2425),6:38:44,50-54 ,Male ,0:40:33,0:07:52,3:35:53,0:04:31,2:09:53
FIN,Margit LANGWALLNER (#2064),6:47:56,40-44 ,Female ,0:42:49,0:06:57,3:14:53,0:04:31,2:38:44
FIN,Matthew LAW (#1817),6:53:17,35-39 ,Male ,0:42:49,0:04:00,3:39:15,0:04:30,2:22:41
FIN,Wen Shyang SONG (#2315),7:54:13,50-54 ,Male ,0:46:22,0:09:34,3:57:18,0:04:30,2:56:27
FIN,Nurhashim HARON (#2087),7:44:38,45-49 ,Male ,0:57:30,0:09:43,3:26:45,0:04:30,3:06:08
FIN,Tri Yulianti SAVITRI (#2257),7:26:28,45-49 ,Female ,0:44:58,0:09:25,3:36:44,0:04:30,2:50:49
FIN,Mohamad Fairuz BIN AZLAN (#1525),6:39:56,30-34 ,Male ,0:46:36,0:06:12,3:11:14,0:04:30,2:31:23
FIN,Wai Ki Ricky TANG (#2303),7:30:38,50-54 ,Male ,0:33:40,0:07:32,3:52:23,0:04:29,2:52:32
FIN,Melinda SCHRYVER (#2053),7:40:28,40-44 ,Female ,0:55:18,0:07:38,3:37:04,0:04:29,2:55:57
FIN,Kevin BREWER (#2405),6:57:09,70-74 ,Male ,0:39:39,0:05:21,2:56:36,0:04:28,3:11:02
FIN,Clive SNOWDEN (#2351),8:19:26,55-59 ,Male ,0:50:19,0:07:26,3:46:57,0:04:28,3:30:15
FIN,Mohamad Nizam NAZARUDIN (#2082),7:33:58,45-49 ,Male ,0:58:18,0:05:05,3:21:24,0:04:28,3:04:41
FIN,Chao-Tsung WEI (#1697),7:19:19,35-39 ,Male ,0:43:31,0:06:57,3:34:12,0:04:26,2:50:11
FIN,Nicole YAP L H (#2055),8:09:58,40-44 ,Female ,0:50:04,0:06:16,3:49:00,0:04:26,3:20:10
FIN,Ivan LIM (#2101),8:00:26,45-49 ,Male ,0:41:09,0:04:38,3:47:51,0:04:25,3:22:20
FIN,Fery SUGIANTO (#1988),7:01:49,40-44 ,Male ,0:49:15,0:07:40,3:25:28,0:04:25,2:35:00
FIN,Cheung KWOK SHUI (#2159),8:04:00,45-49 ,Male ,0:42:55,0:12:24,3:59:23,0:04:25,3:04:52
FIN,Syahrunizam SAMSUDIN (#2125),8:04:07,45-49 ,Male ,0:50:46,0:09:26,3:28:54,0:04:24,3:30:34
FIN,Nur Zarina ZAINAL ABIDIN (#1828),8:02:55,35-39 ,Female ,1:06:08,0:06:54,3:45:13,0:04:24,3:00:14
FIN,Pooi Gee LOKE (#2072),7:57:54,40-44 ,Female ,0:49:34,0:07:56,4:05:37,0:04:24,2:50:22
FIN,Liew SHIN SENG (#2378),6:30:09,60-64 ,Male ,0:41:52,0:05:55,3:08:44,0:04:24,2:29:12
FIN,Henry LIU (#1796),7:06:13,35-39 ,Male ,0:54:40,0:11:11,3:01:38,0:04:24,2:54:18
FIN,Kathy TJASSENS KEISER (#2241),6:41:43,45-49 ,Female ,0:44:01,0:07:49,3:14:42,0:04:24,2:30:46
FIN,Darren GELDARD (#2268),6:43:16,50-54 ,Male ,0:30:21,0:05:11,3:25:13,0:04:23,2:38:06
FIN,Chong YIOW LOONG (#1893),7:14:41,40-44 ,Male ,0:48:59,0:05:31,3:17:41,0:04:22,2:58:06
FIN,Regis PAUMIER (#2032),7:07:03,40-44 ,Male ,0:40:39,0:06:38,3:23:48,0:04:22,2:51:35
FIN,Mohd Fairuzaman MOHD YAAKOB (#1664),7:52:08,35-39 ,Male ,0:55:05,0:08:02,3:34:49,0:04:22,3:09:48
FIN,Azrul Azrin ABDUL AZIZ (#2031),7:29:54,40-44 ,Male ,0:53:15,0:08:34,3:12:57,0:04:21,3:10:45
FIN,Kartika HENDRAWAN (#1773),7:38:48,35-39 ,Male ,1:00:56,0:08:02,3:24:25,0:04:20,3:01:03
FIN,Mohammad Hakimi Yusof ABU BAKAR (#1512),7:16:34,30-34 ,Male ,0:47:55,0:04:08,3:23:05,0:04:20,2:57:03
FIN,Fei Li HO (#2059),8:03:15,40-44 ,Female ,1:03:05,0:07:08,3:40:58,0:04:19,3:07:43
FIN,Jason CHRISTIE (#2228),6:30:09,45-49 ,Male ,0:42:18,0:07:00,3:06:16,0:04:18,2:30:15
FIN,Chee Keen CHONG (#2011),7:27:23,40-44 ,Male ,0:50:21,0:07:50,3:21:47,0:04:17,3:03:05
FIN,Inn Inn GOH (#2051),7:54:59,40-44 ,Female ,0:48:09,0:09:42,3:59:41,0:04:17,2:53:08
FIN,Boyke SURIYADI (#1900),8:29:05,40-44 ,Male ,0:45:26,0:06:02,3:36:00,0:04:17,3:57:18
FIN,Mohamad Zaky IZZAT (#1680),7:54:13,35-39 ,Male ,0:56:51,0:05:09,3:23:13,0:04:16,3:24:42
FIN,Tseng Wen HENG (#1428),7:09:44,25-29 ,Male ,0:38:35,0:08:11,3:23:18,0:04:16,2:55:22
FIN,Yook Loon CHOO (#1933),7:33:06,40-44 ,Male ,0:52:34,0:07:41,3:29:48,0:04:15,2:58:46
FIN,Meiting JONG (#2065),6:45:07,40-44 ,Female ,0:50:20,0:07:23,3:19:33,0:04:15,2:23:34
FIN,Min Keong KONG (#1945),7:18:53,40-44 ,Male ,0:41:13,0:08:24,3:20:49,0:04:15,3:04:10
FIN,Ang MUN NEE (#2071),7:00:49,40-44 ,Female ,0:58:04,0:06:28,3:14:12,0:04:15,2:37:49
FIN,Tee Koon NA (#1953),8:10:03,40-44 ,Male ,0:52:22,0:08:33,3:48:54,0:04:15,3:15:57
FIN,Simon NG (#1899),7:02:32,40-44 ,Male ,0:46:45,0:04:39,3:15:30,0:04:15,2:51:22
FIN,Jin Siong YAP (#1745),7:56:13,35-39 ,Male ,0:46:40,0:06:08,3:40:47,0:04:14,3:18:21
FIN,Cheah BEE HWA (#1848),7:55:10,35-39 ,Female ,0:59:53,0:05:43,3:28:09,0:04:14,3:17:08
FIN,Virginia PHILPS (#2061),6:44:47,40-44 ,Female ,0:39:44,0:06:37,3:23:31,0:04:13,2:30:40
FIN,John JACOBSON (#1577),7:16:55,30-34 ,Male ,0:53:17,0:05:52,3:26:43,0:04:13,2:46:49
FIN,Billy Perkasa KADAR (#1869),7:43:01,40-44 ,Male ,0:42:29,0:08:22,3:42:37,0:04:12,3:05:19
FIN,Teng Chuan HUANG (#2314),8:19:21,50-54 ,Male ,0:58:11,0:06:29,3:52:34,0:04:12,3:17:53
FIN,Hikaru MIYAOKA (#1494),7:19:46,25-29 ,Female ,0:38:14,0:09:46,3:55:23,0:04:12,2:32:09
FIN,Anwar ANWAR (#1804),6:26:49,35-39 ,Male ,0:50:03,0:05:49,3:00:10,0:04:11,2:26:33
FIN,Jessica MACIAS (#1636),7:10:00,30-34 ,Female ,0:38:39,0:08:54,3:50:44,0:04:10,2:27:30
FIN,Shahridan Aizad SULONG AHMAD (#1573),7:35:09,30-34 ,Male ,0:50:15,0:07:36,3:34:15,0:04:10,2:58:51
FIN,Hardik PARIKH (#1749),7:41:43,35-39 ,Male ,1:00:24,0:09:10,3:45:19,0:04:10,2:42:39
FIN,Mohd Akmal Azri BIN ABD MALIK (#1539),6:42:45,30-34 ,Male ,0:52:20,0:04:48,3:04:34,0:04:09,2:36:51
FIN,Loo CHONG WEI (#2103),6:43:17,45-49 ,Male ,0:51:45,0:08:54,3:11:18,0:04:09,2:27:09
FIN,Cheng Cheong LOH (#1426),7:45:49,25-29 ,Male ,0:51:06,0:07:08,3:39:24,0:04:07,3:04:02
FIN,Boon Sun CHONG (#2099),7:12:30,45-49 ,Male ,0:44:46,0:11:34,3:18:17,0:04:07,2:53:43
FIN,Alan Ng TAT LUN (#1901),6:43:38,40-44 ,Male ,0:43:12,0:07:45,3:05:51,0:04:05,2:42:43
FIN,Dan Mark ISIDRO (#1560),6:51:35,30-34 ,Male ,0:44:02,0:06:12,3:15:57,0:04:05,2:41:18
FIN,Dayang Zanariah ABANG KASHIM (#1631),8:25:53,30-34 ,Female ,0:44:29,0:11:32,4:07:42,0:04:05,3:18:03
FIN,Denise TJOKROSAPUTRO (#2078),7:37:48,40-44 ,Female ,0:40:02,0:07:06,3:50:48,0:04:04,2:55:46
FIN,Thomas TJAHJONO (#2282),6:52:52,50-54 ,Male ,0:43:24,0:05:37,3:05:07,0:04:03,2:54:39
FIN,Adrian NG (#1520),8:03:06,30-34 ,Male ,0:46:06,0:07:54,3:42:40,0:04:03,3:22:20
FIN,Izran Naswan ISMAIL (#1888),7:27:37,40-44 ,Male ,0:49:01,0:06:39,3:18:06,0:04:02,3:09:47
FIN,Jin Hong YAP (#1437),7:51:28,25-29 ,Male ,0:45:08,0:08:56,3:36:55,0:04:02,3:16:24
FIN,Boon Seong ONG (#2156),6:34:16,45-49 ,Male ,0:48:33,0:04:10,2:50:11,0:04:01,2:47:18
FIN,Keng Kai LIM (#1896),7:45:43,40-44 ,Male ,0:56:29,0:05:15,4:02:14,0:04:00,2:37:43
FIN,Devkumar NAMASEMAYAM (#1915),7:08:44,40-44 ,Male ,0:58:07,0:08:59,3:40:34,0:04:00,2:17:02
FIN,Reza SUTOPO (#1782),6:28:58,35-39 ,Male ,0:45:01,0:07:30,3:12:31,0:04:00,2:19:55
FIN,Wilmer MOSTRALES (#2181),6:37:20,45-49 ,Male ,0:54:50,0:06:16,3:04:29,0:03:59,2:27:43
FIN,Edyanto SUGIANTO (#2152),6:59:53,45-49 ,Male ,0:50:55,0:04:02,3:06:10,0:03:59,2:54:44
FIN,Yuriy NOVIKOV (#2036),6:48:31,40-44 ,Male ,0:55:02,0:04:04,3:20:44,0:03:58,2:24:42
FIN,Cedric YANG (#1665),7:15:49,35-39 ,Male ,0:43:57,0:09:11,3:16:45,0:03:58,3:01:57
FIN,Muhamad Fairuz ZAINAL ABIDIN (#1618),6:50:29,30-34 ,Male ,0:49:39,0:05:20,2:50:02,0:03:57,3:01:30
FIN,Dewi PRIHATINA (#2344),7:44:52,50-54 ,Female ,0:42:43,0:06:45,3:46:41,0:03:57,3:04:44
FIN,Nikhil VERMA (#1713),6:59:22,35-39 ,Male ,0:52:57,0:08:25,3:17:04,0:03:56,2:36:57
FIN,Glenn D. CARLOS (#2227),7:17:55,45-49 ,Male ,0:47:20,0:07:16,3:23:04,0:03:55,2:56:17
FIN,Martin JARVIS (#1509),6:50:16,30-34 ,Male ,0:37:57,0:05:31,3:24:24,0:03:55,2:38:26
FIN,Amer Hamzah ARSHAD (#2109),6:33:35,45-49 ,Male ,1:07:17,0:05:49,3:17:48,0:03:55,1:58:43
FIN,Firmin YAU (#1741),6:37:55,35-39 ,Male ,0:49:17,0:05:00,3:04:24,0:03:55,2:35:17
FIN,Darren LEE (#1739),6:34:19,35-39 ,Male ,0:44:20,0:06:53,3:02:12,0:03:55,2:36:57
FIN,Tono RAHARJA (#1997),6:37:33,40-44 ,Male ,0:54:00,0:04:36,3:15:04,0:03:54,2:19:58
FIN,Norazman NORAZMI (#1789),6:54:21,35-39 ,Male ,0:51:41,0:06:55,3:14:11,0:03:53,2:37:39
FIN,Ade YULIANTO (#1788),6:58:03,35-39 ,Male ,0:47:41,0:05:29,3:04:57,0:03:53,2:56:00
FIN,Zaharil Nikman ARMAN (#1949),7:31:00,40-44 ,Male ,1:04:28,0:06:05,3:20:18,0:03:52,2:56:16
FIN,Teik Lee OON (#2277),7:05:20,50-54 ,Male ,0:54:58,0:05:51,3:42:08,0:03:51,2:18:29
FIN,Wai Lok YAM (#1736),8:09:05,35-39 ,Male ,0:53:04,0:09:17,4:22:01,0:03:50,2:40:51
FIN,Kong Yong WONG (#1994),6:33:57,40-44 ,Male ,0:43:32,0:04:53,3:05:46,0:03:50,2:35:54
FIN,Wolfgang OEY (#2317),7:10:57,50-54 ,Male ,0:43:29,0:08:47,3:42:53,0:03:49,2:31:56
FIN,Pauline WONG (#1839),6:48:08,35-39 ,Female ,0:47:01,0:04:58,3:25:54,0:03:48,2:26:25
FIN,Mohd Zaidi MUHAMMAD (#1683),7:31:32,35-39 ,Male ,0:52:36,0:05:55,3:16:00,0:03:48,3:13:11
FIN,Mohamed Hasriq ALI (#1427),7:39:31,25-29 ,Male ,0:56:47,0:05:02,3:20:56,0:03:48,3:12:55
FIN,Khairul Faizi ANNUAR (#2269),6:31:13,50-54 ,Male ,0:49:56,0:04:39,2:58:13,0:03:48,2:34:36
FIN,Koon Yin GOON (#2169),7:05:17,45-49 ,Male ,0:49:40,0:07:26,3:23:42,0:03:47,2:40:39
FIN,Teck Soon LUI (#1524),7:59:39,30-34 ,Male ,0:43:16,0:07:10,4:17:13,0:03:46,2:48:11
FIN,Lars KUETTEL (#2126),7:18:45,45-49 ,Male ,0:33:41,0:04:54,4:22:46,0:03:46,2:13:36
FIN,Mohamed Izam MOHAMED YUSOF (#2273),7:10:34,50-54 ,Male ,0:44:36,0:06:02,3:16:43,0:03:45,2:59:26
FIN,Jimmy CHAU (#2372),6:43:35,55-59 ,Male ,0:44:44,0:05:52,2:54:31,0:03:44,2:54:41
FIN,Mohamed Aldee MOHAMED YUSOF (#1909),6:59:16,40-44 ,Male ,0:44:22,0:04:37,3:03:49,0:03:43,3:02:43
FIN,Alexandrea Hartanto TAN MING HUI (#1419),8:06:37,18-24 ,Female ,0:37:44,0:07:26,3:50:58,0:03:43,3:26:45
FIN,Jonathan Jr. TERCERO (#1754),7:16:36,35-39 ,Male ,0:40:23,0:05:33,3:55:01,0:03:41,2:31:56
FIN,Poh Fang NG (#1841),7:32:46,35-39 ,Female ,0:51:36,0:09:07,3:37:41,0:03:39,2:50:41
FIN,?? ?? (#2359),6:59:04,55-59 ,Male ,0:45:40,0:05:47,3:24:00,0:03:39,2:39:56
FIN,Jamillah WATAMAMA (#2408),7:43:36,40-44 ,Female ,0:48:28,0:07:28,3:44:19,0:03:39,2:59:40
FIN,Tuan Khai TAN (#2164),6:32:45,45-49 ,Male ,0:49:09,0:08:33,3:07:51,0:03:38,2:23:31
FIN,Tiang Yee WEI (#2428),6:59:40,40-44 ,Male ,0:42:29,0:07:02,3:13:37,0:03:38,2:52:52
FIN,Jen Min LOH (#1501),6:29:26,30-34 ,Male ,0:45:57,0:07:36,3:01:53,0:03:38,2:30:20
FIN,Mohamed Fazil NAGOOR GANI (#1474),6:58:59,25-29 ,Male ,0:47:47,0:06:15,3:20:52,0:03:38,2:40:24
FIN,Adam THOMSON (#1439),7:24:50,25-29 ,Male ,0:41:20,0:06:33,3:17:19,0:03:37,3:15:58
FIN,Sarah LU (#1481),7:00:36,25-29 ,Female ,0:46:11,0:04:55,3:22:33,0:03:37,2:43:20
FIN,Shio Yuan CHIA (#1476),6:53:20,25-29 ,Female ,0:47:02,0:06:09,3:25:12,0:03:37,2:31:18
FIN,Simon QUEK (#1969),7:17:23,40-44 ,Male ,0:48:17,0:07:39,3:54:19,0:03:36,2:23:30
FIN,Vivian CHEE (#2254),7:31:42,45-49 ,Female ,0:49:43,0:07:28,3:44:52,0:03:36,2:46:01
FIN,David SULAIMAN (#1774),6:54:13,35-39 ,Male ,0:44:41,0:06:21,3:04:11,0:03:36,2:55:23
FIN,Siti Farisha Dina SHAMARUDDIN (#2062),7:36:40,40-44 ,Female ,0:56:59,0:06:08,3:45:43,0:03:35,2:44:13
FIN,Mohd Khairi AWANG (#2041),7:56:35,40-44 ,Male ,0:44:45,0:06:02,3:07:53,0:03:35,3:54:18
FIN,Che Wan Abdullah CW MOHAMAD (#2140),7:26:22,45-49 ,Male ,0:40:57,0:06:13,3:23:59,0:03:35,3:11:37
FIN,Reenen BARRY (#1629),7:03:49,30-34 ,Male ,0:40:30,0:05:44,3:05:09,0:03:34,3:08:50
FIN,Yik Lin WONG (#1943),6:53:58,40-44 ,Male ,0:37:54,0:04:40,3:34:36,0:03:34,2:33:12
FIN,Sittie Aminah DIMAPORO (#1649),6:44:05,30-34 ,Female ,0:36:57,0:04:33,3:15:16,0:03:34,2:43:43
FIN,Kok Yee WONG (#1730),6:50:23,35-39 ,Male ,0:55:23,0:08:41,3:08:54,0:03:33,2:33:50
FIN,Lenny Syafawatie ABDUL RAHMAN (#1633),7:19:07,30-34 ,Female ,0:43:04,0:06:42,3:33:47,0:03:32,2:52:00
FIN,Chris ROYAL (#1859),6:37:44,40-44 ,Male ,0:36:11,0:07:03,3:00:30,0:03:31,2:50:27
FIN,Yasuhiro KITAO (#2424),7:19:09,45-49 ,Male ,0:43:55,0:07:43,3:30:17,0:03:30,2:53:42
FIN,Joe YONG (#2023),7:15:13,40-44 ,Male ,0:55:01,0:04:03,3:23:09,0:03:30,2:49:29
FIN,Perry LU (#1440),7:12:54,25-29 ,Male ,0:48:40,0:06:28,3:35:51,0:03:29,2:38:24
FIN,Ali ALI (#2208),7:05:49,45-49 ,Male ,0:48:02,0:06:22,3:01:12,0:03:29,3:06:42
FIN,Beng Ho CHONG (#1547),6:27:16,30-34 ,Male ,0:39:56,0:05:38,2:51:51,0:03:28,2:46:21
FIN,Aimran SARIP (#1522),6:53:34,30-34 ,Male ,0:45:21,0:06:14,3:07:18,0:03:27,2:51:12
FIN,Sylvia SOH (#2080),7:16:10,40-44 ,Female ,0:47:24,0:05:28,3:30:00,0:03:26,2:49:49
FIN,Bangun ISTYAJI (#1967),7:34:00,40-44 ,Male ,0:46:07,0:07:44,3:31:08,0:03:26,3:05:33
FIN,Chia Wen LOH (#1821),6:31:49,35-39 ,Male ,0:48:34,0:05:54,3:00:40,0:03:26,2:33:14
FIN,Ka Kee Ricky MAN (#1920),7:47:57,40-44 ,Male ,0:41:53,0:08:20,3:42:59,0:03:26,3:11:18
FIN,Derick CHEANG ZHI ZHEN (#1404),7:06:23,18-24 ,Male ,0:53:44,0:05:58,3:18:10,0:03:26,2:45:04
FIN,Engku Azmirullah ENGKU DIAUDIN (#1686),6:46:07,35-39 ,Male ,0:50:07,0:06:07,2:50:43,0:03:25,2:55:42
FIN,Oon SWEE BENG (#2134),6:44:08,45-49 ,Male ,0:44:31,0:06:38,3:10:48,0:03:25,2:38:44
FIN,Lee PANG HONG (#2380),6:27:26,60-64 ,Male ,0:50:51,0:07:40,3:06:12,0:03:23,2:19:18
FIN,Azizul RAHMAN (#2218),7:03:56,45-49 ,Male ,0:45:08,0:07:15,3:14:59,0:03:21,2:53:11
FIN,Sean BOYES (#1756),7:12:03,35-39 ,Male ,0:31:52,0:02:31,3:59:11,0:03:20,2:35:07
FIN,Kay Chuan TAN (#2369),7:50:16,55-59 ,Male ,0:53:16,0:07:48,3:42:04,0:03:20,3:03:47
FIN,Zainolazrin PAZRI (#1550),8:00:20,30-34 ,Male ,0:52:24,0:08:20,4:14:27,0:03:19,2:41:47
FIN,Lily WONG (#2063),8:05:28,40-44 ,Female ,1:00:43,0:09:50,3:31:48,0:03:19,3:19:47
FIN,Li KIM THYE (#2295),7:54:09,50-54 ,Male ,0:55:50,0:07:16,3:36:31,0:03:18,3:11:11
FIN,William Wai Lap CHUNG (#2323),6:42:54,50-54 ,Male ,0:42:54,0:06:18,3:21:36,0:03:18,2:28:46
FIN,Yasmin Fathiah MOHAMED ZAMANI (#1477),7:20:10,25-29 ,Female ,0:44:04,0:05:52,3:29:23,0:03:17,2:57:32
FIN,Chinh TRAN NGOC (#1608),7:57:30,30-34 ,Male ,0:39:37,0:07:44,3:57:54,0:03:17,3:08:57
FIN,Mohd Izwan Ali MOHD LONG (#1436),7:53:58,25-29 ,Male ,0:40:18,0:06:38,3:55:12,0:03:16,3:08:31
FIN,Aimee REES (#1822),6:54:46,35-39 ,Female ,0:40:15,0:05:35,3:44:43,0:03:14,2:20:58
FIN,Ka Keung CHAN (#2306),7:54:04,50-54 ,Male ,0:41:20,0:08:04,3:32:46,0:03:14,3:28:37
FIN,Raymond SOOSI (#1778),8:24:42,35-39 ,Male ,0:54:27,0:09:01,3:48:06,0:03:13,3:29:52
FIN,Skiho Agatsuma (#1845),8:09:10,35-39 ,Female ,0:51:21,0:09:11,4:05:19,0:03:13,3:00:03
FIN,Steven MASJHUR (#1947),7:19:10,40-44 ,Male ,0:46:35,0:06:48,3:18:01,0:03:12,3:04:33
FIN,Gwyn GUINEY (#2403),7:05:04,65-69 ,Female ,0:39:05,0:07:04,3:28:07,0:03:12,2:47:33
FIN,Syafiq ISMADI (#1414),7:50:33,18-24 ,Male ,0:35:48,0:03:36,3:34:58,0:03:12,3:32:57
FIN,Elbert Beh EIN-HAD (#2427),7:12:12,35-39 ,Male ,0:47:44,0:08:36,3:10:24,0:03:11,3:02:15
FIN,Okade Narumi (#1451),6:57:39,25-29 ,Male ,0:43:41,0:06:21,3:19:44,0:03:10,2:44:40
FIN,Kean Mun CHOONG (#2409),6:50:13,45-49 ,Male ,0:43:59,0:08:43,3:10:46,0:03:09,2:43:34
FIN,Sakol ANUSORNSIRIRUK (#1984),6:51:15,40-44 ,Male ,0:47:00,0:03:38,3:15:41,0:03:08,2:41:46
FIN,Wei Wei CHUA (#1755),6:28:05,35-39 ,Male ,0:51:57,0:05:25,3:00:27,0:03:07,2:27:07
FIN,Ellianah Wati SETIADY (#2255),7:36:06,45-49 ,Female ,0:45:42,0:04:48,3:13:55,0:03:05,3:28:34
FIN,Joon Leng TEOH (#2250),7:33:22,45-49 ,Female ,1:02:35,0:06:58,3:55:09,0:03:05,2:25:32
FIN,Marcelo DE BARROS FEOLA (#2015),6:53:52,40-44 ,Male ,0:35:02,0:04:54,3:22:49,0:03:04,2:48:00
FIN,Kai Ming Brian YUEN (#2356),7:48:03,55-59 ,Male ,0:47:15,0:06:25,3:08:31,0:03:04,3:42:46
FIN,David MACKLIN (#2188),6:26:47,45-49 ,Male ,0:44:38,0:07:19,3:05:13,0:03:04,2:26:32
FIN,Jee Koon ENG (#2135),6:49:54,45-49 ,Male ,0:36:55,0:07:11,3:15:22,0:03:04,2:47:19
